顧客ID,性別,高齢者,既婚者,音声通話,インターネット,契約期間,支払方法,国際通話,通話分数_昼,通話回数_昼,通話分数_夕,通話回数_夕,通話分数_夜,通話回数_夜,サービスコール,月間支払額,解約
0743-HNPFG,F,0,1,1,1,1,3,0,3.37,2.18,3.93,1.25,4.57,1.88,0.02,69.85,0
0748-RDGGM,M,0,1,1,2,1,2,0,3.51,1.66,4.1,1.3,3.44,1.64,0.01,107.64,1
0750-EBAIU,M,0,0,1,2,1,1,0,3.45,1.79,3.43,1.88,4.33,2.52,0.06,91.12,0
0750-EKNGL,M,0,0,1,0,0,0,0,24.41,10.14,28.77,11.43,22.71,17.71,0.29,20.16,0
0754-EEBDC,M,0,1,1,0,2,0,0,63.6,33.25,40.42,24,62.85,22.75,0,19.18,0
0761-AETCS,F,0,0,1,0,0,1,0,157.8,83,161.5,56,271.5,100,5,19.3,1
0771-WLCLA,F,0,1,1,2,0,1,0,11.56,7.5,12.73,8.06,10.66,5.56,0.19,117.66,0
0772-GYEQQ,M,0,0,1,2,0,0,0,67.1,43.33,67.9,38.33,43.3,37.67,0.33,87.37,1
0780-XNZFN,M,0,0,1,0,2,2,0,3.59,2.05,3.6,1.65,2.89,1.47,0,19.75,0
0784-ZQJZX,M,0,0,1,0,2,3,1,1.86,1.11,2.29,0.99,2.4,1.42,0,21.25,0
0787-LHDYT,M,0,0,1,0,0,3,0,10.58,5.62,9.75,8.62,13.18,6.62,0.12,20.64,0
0788-DXBFY,M,0,1,1,0,1,1,0,2.04,1.43,1.89,1.24,4.23,1.26,0.02,19.12,0
0794-YVSGE,M,0,1,1,0,2,2,0,3.07,1.67,3.75,1.32,1.69,1.57,0.01,19.46,0
0795-LAFGP,M,0,1,1,1,2,1,0,2.77,1.24,2.23,1.82,3.79,1.66,0,93.92,0
0799-DDIHE,F,0,1,1,1,0,1,0,9.21,6.87,10.97,6.67,8.99,4.2,0.07,42.63,0
0810-BDHAW,F,0,1,1,1,1,1,0,7.51,2.79,8.67,2.83,7.55,4.21,0.08,76.35,0
0812-WUPTB,M,1,1,1,2,0,0,1,248.7,118,172.3,73,191.9,87,1,70.9,1
0815-MFZGM,F,0,1,1,2,2,3,0,3.39,1.79,2.92,2.52,5.46,2.24,0.05,98.45,0
0816-TSPHQ,M,0,0,1,0,0,0,0,132.2,51,109.8,61.5,100.2,44.5,1,22.1,0
0817-HSUSE,M,0,0,1,1,0,1,0,202,126,163.5,86,195.4,84,1,75.5,0
0825-CPPQH,F,0,1,1,0,2,3,0,2.67,1.39,2.48,1.65,3.18,1.58,0.01,19.33,0
0827-ITJPH,M,0,0,1,0,2,3,0,5.37,1.83,7.31,2.36,5.96,2.69,0,19.14,0
0829-DDVLK,F,0,0,1,0,1,3,0,14.39,4.47,14.47,7.2,22.85,8.67,0.07,20.17,0
0829-XXPLX,F,0,0,1,2,0,2,0,4.74,4.45,10.96,4.55,9.87,3.25,0.05,93.56,0
0831-JNISG,M,0,1,1,0,2,0,0,2.74,0.89,3.59,1.55,2.26,1.62,0.03,19.67,0
0835-DUUIQ,F,0,0,1,0,1,2,0,9.21,4.17,6.7,4.71,9.71,4,0.08,22.15,0
0835-JKADZ,F,0,0,1,2,2,1,0,1.76,1.85,4.23,1.66,2.71,1.49,0.03,112.45,0
0839-QNXME,F,0,0,1,0,2,3,0,5.32,4.1,8.03,3.1,7.01,2.53,0.03,19.28,0
0840-DCNZE,M,0,0,1,1,1,2,0,4.22,2.4,5.02,3.06,6.93,2.11,0,88.06,0
0842-IWYCP,F,0,0,1,1,0,2,0,4.73,1.98,5.95,1.61,4.93,2.15,0.07,47.15,0
0847-HGRML,M,0,0,1,0,2,2,0,2.52,1.74,2.76,1.87,3.16,1.55,0.03,20.16,0
0848-ZGQIJ,F,0,1,1,2,0,2,0,11.88,5.44,13.95,7.69,16.01,8.12,0,91.33,0
0851-DFJKB,F,0,0,1,1,0,1,0,15.35,7.53,14.69,5.27,13.65,7.4,0.27,63.68,0
0853-NWIFK,F,0,0,1,2,1,1,0,3.1,2.09,5.35,2.49,2.82,1.96,0.04,99.64,0
0854-UYHZD,F,0,1,1,0,2,0,0,15.15,6.46,20.72,8.08,12.22,8.08,0.08,20.41,0
0856-NAOES,M,0,0,1,1,0,0,0,19.48,21.17,46.08,14.67,48.32,20.83,0,69.02,0
0859-YGKFW,M,0,1,1,0,1,2,0,10.68,7.61,11.11,6.39,13.57,6.22,0.06,19.22,0
0862-PRCBS,F,0,1,1,2,2,3,0,3.4,0.84,2.26,0.81,2.81,1.81,0.04,103.52,0
0867-LDTTC,M,0,0,1,1,0,2,0,23.08,18,52.52,13.6,49.14,13.8,0.4,78.54,0
0868-VJRDR,M,0,1,1,2,2,3,0,1.31,1.89,3.75,1.5,2.48,1.69,0.02,103.21,0
0869-PAPRP,F,1,1,1,2,0,3,0,3.96,4.96,9.32,3.96,6.55,3.42,0.04,79.5,0
0871-OPBXW,F,0,0,1,0,0,0,0,91.9,51,91.7,61.5,117.5,26,0,19.65,0
0876-WDUUZ,F,0,0,1,2,0,3,0,52.98,16,56.24,13.2,33.22,16,0.2,85.18,1
0887-HJGAR,M,0,0,1,1,0,0,1,279.8,90,248.7,91,171,118,2,45.7,1
0887-WBJVH,F,0,1,1,2,1,1,0,2.83,1.79,4.83,2.08,4.01,1.74,0.04,91.93,0
0895-LMRSF,M,0,0,1,1,1,2,1,5.65,4.87,7.53,3.61,10.75,5.65,0.13,65.64,0
0895-LNKRC,M,0,1,1,0,1,0,0,22.32,14.5,27.73,18.33,32.25,23.17,0.17,18.92,0
0902-RFHOF,M,0,0,1,0,1,0,1,3.06,2.26,6.04,3.34,5.37,2.87,0.08,19.21,0
0902-XKXPN,M,0,1,1,0,2,2,0,2.92,1.1,4.06,1.77,2.23,1.59,0.01,19.95,0
0913-XWSCN,M,0,1,1,2,0,2,0,2.07,1.76,3.5,1.76,3.91,1.62,0.05,85.7,0
0923-PNFUB,F,0,0,1,2,0,1,1,18.07,33.33,101.07,28,57.27,28,0.33,82.43,1
0927-CNGRH,M,0,0,1,0,0,0,0,177.9,83,167.3,84,223.7,142,0,19.6,0
0927-LCSMG,M,0,0,1,2,0,0,0,27.61,15.14,18.33,13.43,23.16,17,0.71,77.8,1
0928-XUTSN,F,0,0,1,2,0,1,1,13.67,8.77,16.58,8.46,18.21,5.15,0.08,77.83,0
0929-HYQEW,M,0,0,1,1,0,0,0,56.5,25.67,41.33,29,73.13,30.67,0,53.63,0
0930-EHUZA,F,0,0,1,1,1,0,0,5.29,2.53,4.96,2.08,4.51,3.14,0.03,72.4,0
0931-MHTEM,F,0,0,1,2,1,3,0,2.69,2.46,3.87,1.7,6.08,2.07,0.02,98.14,0
0932-YIXYU,F,0,0,1,0,2,3,0,2.09,2.11,3.97,1.81,3.12,2.04,0.04,21.91,0
0936-NQLJU,F,0,1,1,0,2,3,0,3.57,3,4.31,2.76,5.19,2.49,0.02,21.36,0
0939-EREMR,F,0,0,1,1,0,0,1,13.48,8.23,11.79,8.92,17.97,6.54,0.08,55.24,0
0942-KOWSM,F,0,1,1,1,2,2,0,4.46,2.83,6.02,3.13,3.74,3.83,0,78.98,0
0943-ZQPXH,M,0,1,1,2,0,2,0,4.85,2.11,3.79,2.59,2.77,1.77,0.07,93.7,0
0945-TSONX,F,0,1,1,1,2,3,0,3.11,1.72,4.79,1.7,4.9,2.49,0.02,87.39,0
0947-MUGVO,M,1,1,1,2,0,1,0,15.73,5.1,8.49,4.3,14.26,5,0.1,73.17,1
0956-ACVZC,F,0,0,1,2,1,3,0,2.14,1.83,4.16,2.17,2.82,1.81,0.02,93.72,0
0956-SYCWG,F,0,0,1,0,1,1,0,11.85,8,9.49,6.46,15.55,4.38,0.15,18.83,0
0958-YHXGP,F,0,0,1,2,0,0,0,36.31,11.14,32.59,15,14,17.86,0.71,71.04,0
0959-WHOKV,M,0,0,1,2,1,1,0,4.75,2.67,4.6,2.86,6.06,2.79,0,102.35,0
0962-CQPWQ,F,0,1,1,0,2,2,0,3.02,1.56,2.87,1.44,3.76,1.56,0.02,20.91,0
0963-ZBDRN,M,0,0,1,2,0,1,0,8.01,1.38,6.7,3.28,7.3,2.34,0.09,99.48,1
0967-BMLBD,F,0,1,1,0,1,0,0,14.93,10.55,17.84,13.91,21.46,10.82,0.09,17.85,0
0968-GSIKN,F,0,0,1,2,0,0,1,205.9,97,277.4,117,202,139,0,70.8,1
0969-RGKCU,M,0,1,1,0,1,3,0,2.83,3.03,2.22,2.81,4.58,2.97,0.08,18.3,0
0970-ETWGE,M,0,0,1,2,0,1,1,237.5,120,253.4,94,265.2,80,9,89.6,1
0970-QXPXW,F,0,0,1,0,0,0,0,147,112,197.3,43,267.4,93,2,19.7,0
0973-KYVNF,F,0,1,1,1,2,3,0,2.61,1.35,2.89,1.64,2.21,1.4,0.03,69.6,0
0980-FEXWF,M,0,1,1,1,1,0,0,5.73,3.54,1.89,3,6.28,3.58,0,49.45,0
0983-TATYJ,F,0,1,1,1,1,0,0,6.5,2.36,7.63,2.97,7.3,2.67,0,53.3,0
0988-JRWWP,F,0,0,1,1,0,1,0,61.77,30.33,73.03,29.33,81.2,35.67,0,46.8,0
0991-BRRFB,M,0,0,1,1,0,1,0,16.39,7.83,12.42,5.61,12.74,6.06,0.11,48.6,1
0993-OSGPT,F,1,1,1,1,1,2,0,2.67,1.62,3.35,1.81,3.86,2.07,0.03,58.47,0
0997-YTLNY,F,0,0,1,1,0,0,1,9.04,4.11,7.61,4.53,8.31,5.58,0.16,50.19,0
0999-QXNSA,M,1,0,1,1,0,0,0,22.03,13,38.37,15.43,26.97,14.14,0.86,49.17,0
1004-NOZNR,M,1,0,1,2,1,3,0,3.62,1.73,2.75,1.86,2.03,1.64,0.05,94.01,0
1009-IRMNA,F,0,0,1,0,0,2,1,37.99,16.14,30.83,13.43,15.44,11.71,0,19.66,1
1010-DIAUQ,M,0,0,1,2,0,2,0,21.4,12.6,21.14,13.4,48.62,14.8,0.8,98.52,1
1015-JPFYW,M,0,0,1,0,1,0,0,13.63,15,29.6,14.43,19.43,16.71,0.14,19.54,0
1015-OWJKI,M,0,0,1,0,0,0,0,143.7,114,297.8,98,212.6,86,4,19.1,0
1016-DJTSV,M,1,0,1,2,0,1,0,14.39,11.12,24.6,13.88,26.55,12.25,0.25,71.61,0
1023-BQXZE,M,0,0,1,1,2,2,0,3.11,2.26,2.68,1.84,2.86,1.61,0,75.74,0
1024-KPRBB,F,0,0,1,2,1,0,0,2.86,2.37,5.43,4.05,3.32,3.11,0,87.95,0
1025-FALIX,F,0,0,1,2,0,3,0,7.53,3.5,8.23,3.23,3.39,4.27,0,69.83,0
1027-LKKQQ,F,0,1,1,1,2,2,0,2.86,1.33,3.57,1.31,2.9,0.88,0,81.76,0
1029-QFBEN,M,0,0,1,0,0,0,0,335.5,77,212.5,109,265,132,2,19.6,1
1036-GUDCL,M,0,1,1,1,0,3,0,2.52,1.63,2.01,1.98,2.55,1.35,0.03,77.72,0
1038-RQOST,M,0,1,1,0,0,0,0,8.37,5.74,13.43,7.47,4.34,3.84,0,21.84,0
1038-ZAGBI,F,0,1,1,0,1,2,0,22.13,7.17,17.4,8.5,15.21,8.75,0.17,19.13,1
1042-HFUCW,F,0,0,1,1,1,3,0,8.3,5.52,8.04,4.64,6.58,4.28,0.16,50.66,0
1045-LTCYT,F,0,1,1,0,0,3,0,22.9,11.88,31.6,15.62,19.59,11.88,0,17.48,0
1047-NNCBF,M,0,0,1,2,0,3,0,9.53,4.3,11.01,6.1,9.02,4,0.15,74.68,0
1047-RNXZV,M,0,0,1,0,2,0,0,1.35,2.91,1.57,2.7,4.32,3.16,0,20.38,0
1051-EQPZR,F,0,1,1,0,0,0,0,2.65,1.61,3.32,2,3.98,2.34,0.02,17.73,0
1051-GEJLJ,F,0,0,1,0,0,0,0,67.1,42.5,113.65,66,61.2,48,1,13.8,0
1052-QJIBV,F,0,1,1,0,2,3,0,1.66,1.87,3.49,1.39,3.02,1.72,0.01,19.68,0
1053-MXTTK,F,0,1,1,2,2,2,0,2.84,1.1,1.84,1.57,2.64,1.62,0.03,107.31,0
1057-FOGLZ,F,0,0,1,0,0,0,0,6.99,5.61,10.91,5.67,14.04,4.17,0.06,21.76,0
1063-DHQJF,M,0,1,1,2,2,0,0,3.48,1.55,1.87,1.75,3.62,1.59,0.01,93.93,0
1064-FBXNK,M,0,1,1,0,1,3,0,179.7,128,299.8,92,185.3,120,1,19.9,0
1066-JKSGK,M,0,0,1,0,0,0,0,249.6,118,252.4,119,280.2,90,1,20.2,1
1069-QJOEE,M,0,1,1,0,1,1,0,5.73,3.08,6.79,4.56,8.63,3.08,0.04,20.22,0
1074-AMIOH,F,0,1,1,2,0,2,0,3.8,1.91,1.84,2.3,3.82,2.25,0,111.98,0
1074-WVEVG,F,0,1,1,0,1,0,0,4.8,1.76,3.8,2.58,4.09,1.07,0.03,21.47,0
1077-HUUJM,F,0,0,1,2,0,1,1,33.44,13,23.3,15,40.36,14.29,0.14,67.53,0
1084-MNSMJ,F,0,1,1,1,2,3,0,3.94,1.73,5.18,2.27,3.39,2,0.02,86.71,0
1084-UQCHV,M,0,0,1,2,0,2,0,155,110,133.4,104,176.1,84,4,69.8,1
1085-LDWAM,F,0,1,1,0,1,3,0,2.27,1.94,1.03,1.38,3.79,1.74,0.01,20.91,0
1086-LXKFY,F,0,1,1,2,0,0,0,154.7,84,177.8,125,172.9,90,4,69.1,1
1087-GRUYI,M,0,1,1,0,2,2,0,2.78,2.89,1.16,2.32,4.99,2.29,0,19.57,0
1089-HDMKP,M,1,0,1,1,0,1,0,17.17,8.55,18.54,9.45,13.8,11.27,0.27,54.66,0
1089-XZWHH,F,0,1,1,0,2,0,0,7.31,4.12,6.47,3.46,7.47,3.58,0.04,20.59,0
1090-ESELR,M,0,1,1,2,2,2,0,3.77,0.99,3.19,1.5,1.07,1.68,0.03,105.72,0
1091-SOZGA,F,0,1,1,2,1,3,0,2.98,2.27,2.56,2.16,3.76,2.32,0,98.49,0
1092-GANHU,M,0,0,1,2,0,1,0,10.24,4.71,12.32,6.65,13.18,5.12,0.12,77.27,1
1093-YSWCA,M,0,0,1,0,2,3,0,16.8,7.55,22.6,9.18,12.1,10.27,0.09,20.29,0
1095-WGNGG,F,0,1,1,2,2,2,0,2.98,1.31,3.54,1.39,2.57,1.34,0.02,97.89,0
1096-ADRUX,F,0,1,1,2,1,2,0,1.72,1.02,2.5,1.92,2.14,2.15,0.02,73.63,0
1097-FSPVW,F,0,0,1,1,0,3,0,4.25,3.4,5.88,2.93,6.19,2.5,0,58.45,0
1098-KFQEC,F,0,1,1,0,2,3,0,3.89,1.6,4.36,2.16,2.7,1.29,0.04,19.69,0
1098-TDVUQ,F,0,0,1,0,0,2,0,183.2,117,126.8,76,263.3,71,1,19.3,0
1099-GODLO,F,0,1,1,0,2,0,0,215.9,76,145.4,118,186.9,129,1,20.4,0
1106-HRLKZ,M,0,1,1,0,2,0,0,4.54,3.23,3.27,2.8,4.66,2.95,0.02,20.23,0
1116-DXXDF,M,0,0,1,2,2,1,0,3.76,3.28,2.72,1.9,5.07,2.67,0.05,97.48,0
1120-BMWUB,F,0,0,1,1,0,0,0,16.48,7.06,11.66,6.44,12.21,6.19,0.06,52.14,1
1122-YJBCS,M,0,1,1,1,1,3,0,0.78,0.99,2.6,1.39,3.58,1.46,0.01,55.14,0
1125-SNVCK,F,1,0,1,1,0,0,0,3.42,2.37,4.47,2.29,4.41,1.92,0.08,42.98,0
1131-QQZEB,M,1,1,1,0,2,2,0,2.06,1.23,1.62,0.83,3.1,1.39,0,24.74,0
1131-SUEKT,M,0,1,1,2,1,2,0,2.98,1.77,3.23,1.43,3.07,1.95,0.02,100.74,0
1133-KXCGE,F,0,0,1,0,1,0,0,15.3,8.33,10.42,3.44,8.17,7,0.06,22.62,0
1134-YWTYF,M,0,1,1,1,0,1,1,4.93,2.41,9.73,3.44,7.94,4.74,0.04,51.48,0
1135-LMECX,F,0,0,1,0,0,0,0,217.2,112,246.7,89,226.1,89,3,19.9,0
1137-DGOWI,F,0,1,1,1,1,2,0,7.31,3.07,6.02,2.43,3.47,3.03,0.07,73.3,0
1140-UKVZG,F,0,0,1,0,0,0,0,10.62,5,13.18,5.41,12.1,6.06,0,27.96,0
1142-IHLOO,F,0,0,1,2,1,3,0,4.36,2,3.64,1.75,4.66,1.59,0.04,87.76,0
1154-HYWWO,M,0,0,1,1,1,0,0,5.17,2.21,8.24,2.42,4.3,2.84,0,71.27,0
1156-ZFYDO,F,0,0,1,0,0,1,0,137.6,106,143.5,94,273.7,110,2,19.8,0
1159-WFSGR,F,0,1,1,0,0,1,0,13.38,4.5,10.28,6.5,11.09,7.06,0.12,20.09,0
1166-PQLGG,F,0,1,1,0,2,2,0,0.58,1.72,2.93,1.32,3.3,0.76,0.01,20.33,0
1167-OYZJF,F,1,1,1,0,2,2,0,1.49,1.25,3.93,1.87,3.8,1.34,0.03,18.85,0
1173-NOEYG,F,0,1,1,2,0,2,0,6.86,3.22,8.34,3.22,7.2,3.44,0,89.76,0
1178-PZGAB,F,0,0,1,0,1,3,0,7.7,4.42,13.47,5.95,2.37,6.16,0.05,20.19,0
1179-INLAT,M,0,0,1,0,1,0,1,58.17,34.67,74.73,30.67,38.77,30.33,0.67,23.1,0
1183-CANVH,F,0,1,1,1,1,2,0,6.93,4.52,8.8,4.26,9.96,3.17,0.09,58.57,0
1184-PJVDB,M,0,1,1,2,0,1,1,13.37,4.5,18.78,10.7,18.19,8.9,0.1,85.72,1
1194-SPVSP,M,0,0,1,0,0,2,0,246.6,94,141.4,112,189.8,109,1,19.7,0
1202-KKGFU,F,0,1,1,1,0,2,0,10.71,7.17,15.7,7.58,21.2,7.08,0.08,57.54,0
1205-WNWPJ,F,0,0,1,1,0,0,0,37.06,14.14,24.67,17.86,41.96,11.14,0.14,59.43,1
1206-EHBDD,F,0,1,1,2,2,2,1,4.72,1.62,2.87,2.05,3.55,1.3,0,80.6,0
1208-NBVFH,M,0,1,1,1,0,1,0,13.59,5.6,7.75,4.8,9.97,4.85,0.15,46.99,0
1212-GLHMD,M,0,0,1,2,0,0,0,38.27,41.67,27.3,42,101.43,33.67,0,81.63,0
1215-EXRMO,M,0,1,1,0,2,0,0,4.45,2.66,5.54,1.78,2.04,1.88,0.08,21.35,0
1215-FIGMP,M,0,0,1,2,0,2,0,3.52,1.17,4.21,2.03,3.76,1.73,0,90.84,0
1216-JWVUX,M,0,1,1,2,0,1,0,6.3,4.68,7.37,2.32,9.62,3.96,0,76.04,0
1217-VASWC,M,1,1,1,2,1,2,0,4.27,2.58,3.93,2.28,4.64,2.26,0.09,100.09,0
1218-VKFPE,F,0,1,1,0,0,0,1,18.07,5.08,17.28,10,18.48,9.17,0.08,19.47,1
1221-GHZEP,F,0,0,1,1,2,0,0,2.3,1.71,5.06,1.76,2.04,1.89,0.03,62.05,0
1222-KJNZD,M,0,1,1,0,0,2,0,5.57,2.52,5.08,3.2,5.26,2.65,0.05,18.63,0
1223-UNPKS,M,0,1,1,0,2,0,0,8.03,5.7,12.03,5.15,11.68,6.05,0.05,20,0
1226-IENZN,M,1,0,1,2,0,1,0,14.72,8.25,7.24,8.06,11.59,8.5,0,76.14,0
1226-JZNKR,F,0,1,1,0,1,1,0,16.31,9.62,16.4,14.62,33.09,7.88,0,20.01,0
1231-YNDEK,M,0,0,1,0,2,2,0,3.41,1.03,3.81,1.1,2.91,2.31,0.02,17.85,0
1236-WFCDV,M,1,0,1,2,0,3,0,18.81,10.57,16.45,4.93,12.19,7.21,0.07,90.44,1
1237-WIYYZ,F,0,0,1,0,0,0,0,8.24,4.61,10.09,4.39,8.64,5.78,0.17,21.63,0
1240-KNSEZ,M,0,0,1,0,0,0,0,131.5,99,174.8,128,184.2,83,5,20.1,1
1241-FPMOF,M,0,0,1,0,2,0,0,3.33,1.92,4.11,1.42,2.72,1.33,0.02,19.71,0
1245-HARPS,F,0,1,1,0,2,0,0,12.82,8.93,11.59,9.93,18.89,9.5,0.07,20.89,0
1247-QBVSH,F,0,1,1,1,0,0,0,3.35,2.09,4.22,2.33,2.98,2.16,0,50.45,0
1248-DYXUB,M,0,1,1,0,2,0,0,3.7,2.19,2.49,2.19,2.62,1.96,0.02,23.64,0
1257-SXUXQ,M,0,1,1,0,0,0,0,52.28,21.6,30.9,20.4,26.18,18,0.2,17.22,0
1258-YMZNM,F,1,0,1,2,1,2,0,7.05,3.37,3.41,3.96,8.33,4,0.07,105.84,0
1262-OPMFY,F,0,1,1,2,0,2,0,26.27,8.11,31.92,13.33,21.33,10.44,0.11,72.88,1
1265-HVPZB,M,0,1,1,1,1,3,0,3.56,1.78,2.07,1.78,4.3,1.76,0.02,67.09,0
1266-NZYUI,F,0,1,1,1,2,2,0,1.98,1.49,3.64,1.17,1.93,1.38,0.01,66.09,0
1269-FOYWN,M,0,1,1,0,1,2,0,3.83,2.25,3.99,2.43,5.53,2.09,0,19.57,0
1270-XKUCC,F,0,1,1,0,2,0,0,6.38,3.17,8.36,4.53,8.31,2.87,0.07,19.98,0
1272-ILHFG,M,0,1,1,0,1,0,0,12.22,7.67,13.43,5.8,11.83,5.6,0.2,22.18,0
1285-OKIPP,M,0,0,1,2,0,1,0,187.5,124,146.6,103,225.7,129,4,79.9,1
1293-BSEUN,F,0,1,1,0,2,0,0,2.11,1.32,3.82,1.01,2.26,1.68,0.03,20.59,0
1293-HHSHJ,F,0,0,1,0,1,0,0,6.76,3.17,3.34,3.14,6.32,3.29,0.06,21.17,0
1297-VQDRP,M,1,1,1,2,1,3,0,3.18,1.4,2.73,1.54,4.41,2.1,0.03,108.53,0
1302-TPUBN,M,0,0,1,0,2,2,0,2.52,1.77,4.8,1.95,2.43,1.83,0.02,18.8,0
1302-UHBDD,M,1,0,1,2,0,1,0,8.33,3.05,10.94,5.35,10.41,6.55,0.35,82.42,0
1303-SRDOK,F,0,1,1,2,2,3,0,2.93,1.98,3.71,1.44,4.21,1.58,0.02,69.87,0
1304-BCCFO,M,0,1,1,1,0,0,0,16.63,13.22,20.24,12.78,29.06,14,0,62.71,0
1306-RPWXZ,F,0,0,1,0,2,3,0,3.26,1.69,3.17,2.47,5.22,2.33,0.02,20.91,0
1307-ATKGB,M,0,0,1,2,0,1,0,8.14,4.83,8.84,4.21,5.77,5.58,0.04,91.13,0
1307-TVUFB,M,1,0,1,2,0,2,0,4.27,2.5,6.74,1.98,5.43,1.83,0.02,79.62,0
1319-YLZJG,M,0,1,1,2,0,1,0,13.65,6.08,21.3,7.08,16.07,7.92,0,79.99,0
1328-EUZHC,F,0,1,1,0,2,0,0,11.84,5.83,11.46,6,9.08,5.17,0,20.58,0
1335-MXCSE,M,0,1,1,1,2,3,0,2.6,1.8,3.09,1.65,4.03,1.4,0.02,56.73,0
1336-EZFZY,F,0,0,1,0,0,0,0,59.02,26.75,72.3,27.5,43.85,26.75,0.5,20.82,0
1345-GKDZZ,M,0,0,1,0,0,0,0,34.45,13.17,29.1,20.33,40.25,13.33,0.17,21.43,0
1345-ZUKID,M,0,0,1,0,1,0,0,4.42,5.57,18.76,8.14,15.18,7.86,0.21,23.2,0
1346-PJWTK,M,0,1,1,2,0,3,0,2.53,0.92,4.31,1.38,6.03,1.46,0.02,93.97,0
1347-KTTTA,M,0,1,1,2,1,3,0,2.37,1.28,1.86,1.64,2.81,1.56,0,103.97,0
1349-WXNGG,M,0,0,1,0,0,2,1,190.5,108,259.7,108,141.5,111,2,20.1,1
1352-HNSAW,F,0,1,1,2,2,2,0,3.11,0.93,3.4,1.03,3.11,2.17,0.04,114.17,0
1353-GHZOS,M,0,1,1,1,1,2,0,10.5,4.18,7.62,5.5,12.27,3.95,0.14,62.47,0
1353-LJWEM,M,0,0,1,1,0,1,0,18.59,9.82,14.76,10,14.09,9.27,0.27,62.59,0
1354-YZFNB,M,0,1,1,0,2,3,0,58.17,28.5,46.6,30.75,38.33,30.5,1.25,17.2,0
1356-MKYSK,M,0,0,1,1,0,3,0,8.43,10.33,33.57,14.5,24.47,20.17,0.33,80.55,0
1357-MVDOZ,M,0,1,1,1,0,2,0,15.39,8,20.54,8.82,15.64,7.82,0,62.12,0
1360-JYXKQ,F,1,1,1,2,1,1,0,4.83,1.57,3.12,1.91,3.3,1.69,0.06,100.69,0
1371-WEPDS,M,1,1,1,1,1,1,0,3.9,3.52,6.42,1.8,4.38,3.08,0.05,57.08,0
1376-HHBDV,F,0,0,1,1,0,0,0,5.15,2.8,7.21,3.03,7.66,2.73,0.03,51.23,0
1385-TQOZW,F,0,0,1,0,0,3,0,18.87,11.67,7.24,12.89,16.04,10.22,0.11,16.4,0
1386-ZIKUV,M,0,0,1,0,0,0,0,27.43,12.71,19.93,12.57,26.77,14.57,0.29,18.66,0
1391-UBDAR,M,0,0,1,2,0,1,1,16.45,10.36,19.05,10.73,22.72,9.55,0.18,74.41,0
1393-IMKZG,F,0,0,1,2,0,1,0,101.2,122,141.6,87,198.5,124,2,95.9,0
1394-SUIUH,F,1,1,1,2,0,1,0,2.65,2.09,4.86,2.55,4.87,2.55,0.05,83.42,0
1395-WSWXR,M,0,0,1,0,2,0,0,4.41,5.5,9.65,4.46,11.72,5,0.04,20.3,0
1396-QWFBJ,F,0,1,1,2,0,2,1,4.91,5.57,11.25,4.1,9.69,4.81,0,74.56,1
1399-OUPJN,F,0,1,1,0,2,2,0,2.02,2.4,3.14,1.23,3.26,1.98,0.05,22.32,0
1399-UBQIU,M,0,0,1,1,0,1,0,18.49,10,11.7,8.82,17.32,10.27,0.09,64.75,0
1401-FTHFQ,M,0,1,1,0,1,3,0,6.9,2.3,8.2,5.74,8.23,3.78,0.09,19.36,0
1402-PTHGN,F,0,1,1,1,1,0,0,10.93,5.11,14.12,6,14.54,4.72,0.06,60.42,0
1403-GYAFU,M,0,1,1,0,2,3,0,3.19,1.73,1.57,1.4,2.7,1.53,0,19.43,0
1403-LKLIK,F,0,1,1,0,1,0,0,4.18,3.42,7.88,2.52,4.1,3.58,0.06,17.56,0
1406-PUQVY,M,0,0,1,1,0,1,0,229.3,93,184.5,111,168.2,91,2,49.9,0
1407-DIGZV,F,0,1,1,0,2,0,0,65.7,39,75.93,42.67,71.33,33.67,0,17.33,0
1410-RSCMR,M,0,1,1,1,0,3,0,33.76,14.57,27.99,16,26.21,11.71,0.14,73.69,0
1414-YADCW,M,0,1,1,2,2,2,0,2.62,1.87,2.56,1.04,4.18,1.43,0.03,81.52,0
1423-BMPBQ,F,0,1,1,0,0,0,0,110.3,107,166.5,93,202.3,96,0,19,0
1427-VERSM,F,0,1,1,2,0,1,0,4.38,1.57,4.73,1.88,4.28,1.93,0.04,101.24,0
1428-GTBJJ,M,0,0,1,2,0,1,1,10.45,5.91,11.12,8.73,22.27,6.82,0,74.98,1
1429-UYJSV,F,0,0,1,0,1,0,0,11.62,6.75,18.64,9.42,14.43,6.42,0.08,21.74,0
1431-AIDJQ,M,0,1,1,1,2,3,0,5.11,2.64,7.85,3.18,8.48,3.73,0.03,78.88,0
1431-CYWMH,F,0,1,1,0,0,2,0,5.25,4.45,7.55,3.77,8.4,3.59,0.09,20.64,0
1436-ZMJAN,F,0,1,1,1,0,3,0,15.1,10.2,13.14,10.1,18.66,8.6,0,65.32,0
1439-LCGVL,F,0,1,1,0,1,0,0,4.19,2.65,10.22,3.77,8.78,3.08,0.04,17.68,0
1442-OKRJE,M,0,1,1,2,1,2,0,2.35,1.67,2.86,1.58,3.86,1.79,0.05,106.53,0
1447-PJGGA,F,0,0,1,2,2,1,1,2.74,1.56,1.88,2,2.94,1.67,0,95.87,1
1448-PWKYE,M,0,1,1,2,0,1,0,209.4,151,347.3,113,246,116,1,80,1
