"gender","age","height","weight"
"M",17,164,58
"F",17,166,83
"M",17,163,50
"M",17,184,72
"F",17,166,60
"F",17,158,49
"F",17,163,58
"M",17,171,52
"M",17,157,62
"M",17,169,53
"M",17,168,72
"M",17,168,53
"M",17,183,64
"F",17,164,49
"F",17,167,70
"F",17,149,48
"F",17,153,46
"M",17,184,96
"M",17,166,62
"F",17,151,69
"M",17,171,55
"F",17,153,52
"F",17,161,49
"M",17,162,61
"F",17,156,55
"F",17,160,61
"F",17,156,58
"M",17,171,65
"F",17,160,77
"M",17,169,60
"F",17,151,49
"F",17,160,57
"F",17,166,54
"M",17,171,68
"M",17,180,59
"F",17,158,55
"M",17,165,57
"F",17,158,48
"F",17,156,42
"M",17,172,70
"M",17,172,56
"F",17,157,48
"F",17,152,59
"F",17,157,42
"F",17,161,55
"F",17,168,52
"M",17,180,61
"F",17,157,47
"M",17,159,53
"M",17,172,54
"M",17,160,45
"M",17,179,63
"M",17,172,63
"M",17,182,84
"M",17,176,64
"M",17,170,77
"F",17,147,42
"M",17,168,53
"F",17,154,43
"M",17,163,71
"F",17,161,67
"M",17,170,62
"M",17,168,52
"M",17,167,70
"F",17,153,51
"M",17,167,56
"M",17,175,65
"F",17,158,47
"F",17,157,63
"M",17,172,63
"M",17,172,53
"M",17,173,69
"M",17,170,63
"M",17,168,63
"F",17,153,45
"M",17,169,78
"M",17,171,53
"F",17,156,46
"F",17,154,48
"M",17,170,66
"F",17,157,41
"M",17,168,52
"M",17,168,53
"F",17,153,49
"M",17,163,53
"F",17,159,71
"F",17,163,55
"M",17,182,90
"M",17,165,53
"F",17,154,41
"M",17,176,72
"F",17,152,48
"F",17,151,50
"F",17,158,54
"M",17,174,76
"F",17,150,50
"M",17,177,65
"F",17,149,46
"F",17,160,53
"M",17,167,55
"M",17,166,72
"F",17,160,59
"F",17,158,45
"M",17,169,56
"F",17,157,74
"F",17,161,49
"F",17,153,49
"F",17,160,67
"M",17,165,60
"M",17,179,69
"F",17,156,43
"F",17,164,55
"M",17,169,59
"M",17,162,55
"F",17,160,53
"F",17,159,51
"F",17,159,53
"M",17,174,63
"M",17,169,76
"M",17,180,75
"M",17,179,86
"M",17,162,43
"F",17,159,48
"M",17,174,65
"F",17,164,58
"M",17,168,61
"F",17,162,88
"F",17,160,49
"F",17,154,45
"F",17,163,46
"M",17,170,81
"M",17,165,63
"F",17,169,57
"F",17,162,54
"M",17,182,83
"F",17,159,71
"F",17,156,60
"F",17,154,69
"F",17,155,44
"F",17,153,56
"F",17,149,44
"F",17,149,57
"M",17,170,57
"M",17,166,55
"F",17,151,42
"F",17,161,47
"F",17,150,54
"F",17,147,62
"F",17,170,49
"F",17,159,55
"M",17,171,58
"M",17,182,65
"F",17,167,53
"F",17,150,45
"F",17,158,44
"F",17,155,61
"M",17,167,57
"M",17,171,47
"M",17,167,47
"M",17,174,73
"F",17,159,58
"M",17,163,45
"F",17,161,51
"M",17,181,67
"M",17,175,66
"F",17,153,42
"F",17,161,52
"M",17,181,62
"M",17,166,54
"M",17,168,66
"M",17,172,94
"F",17,156,44
"F",17,167,58
"F",17,156,40
"M",17,173,92
"M",17,174,59
"M",17,174,67
"M",17,176,95
"F",17,154,51
"M",17,167,49
"M",17,172,74
"F",17,149,48
"F",17,156,59
"M",17,159,50
"F",17,159,54
"M",17,166,54
"F",17,165,54
"M",17,169,68
"F",17,152,53
"F",17,157,56
"M",17,169,52
"M",17,169,56
"F",17,158,63
"M",17,172,54
"M",17,174,66
"M",17,168,66
"F",17,156,55
"F",17,161,47
"F",17,153,44
"M",17,177,57
"M",17,173,52
"F",17,159,74
"M",17,161,54
"M",17,170,63
"F",17,152,54
"M",17,180,87
"F",17,156,56
"M",17,177,72
"F",17,162,48
"F",17,161,50
"F",17,163,58
"M",17,176,68
"M",17,175,70
"F",17,155,77
"F",17,153,58
"F",17,157,56
"F",17,159,47
"F",17,153,55
"M",17,171,57
"F",17,158,58
"M",17,177,64
"M",17,183,65
"M",17,156,51
"M",17,156,48
"M",17,175,59
"M",17,169,55
"F",17,175,87
"M",17,188,80
"F",17,163,58
"M",17,163,59
"F",17,165,55
"F",17,158,52
"M",17,177,56
"F",17,155,49
"M",17,174,59
"M",17,169,57
"M",17,164,64
"F",17,164,58
"F",17,155,49
"M",17,171,59
"F",17,152,50
"F",17,157,55
"M",17,163,61
"M",17,174,58
"M",17,180,80
"F",17,158,53
"M",17,174,56
"M",17,174,59
"F",17,150,70
"F",17,160,69
"M",17,170,54
"F",17,157,49
"M",17,180,65
"M",17,166,66
"F",17,147,39
"M",17,174,60
"F",17,153,44
"M",17,170,60
"F",17,156,55
"M",17,184,70
"M",17,168,57
"M",17,178,97
"M",17,174,58
"M",17,171,65
"F",17,157,60
"F",17,159,79
"M",17,176,68
"F",17,155,47
"M",17,179,83
"F",17,162,50
"M",17,185,72
"F",17,155,53
"F",17,161,44
"M",17,176,62
"F",17,161,51
"F",17,161,58
"F",17,159,68
"M",17,165,65
"F",17,145,45
"F",17,160,50
"M",17,164,49
"M",17,168,86
"M",17,167,53
"M",17,171,61
"F",17,166,76
"M",17,171,47
"M",17,168,48
"F",17,165,58
"M",17,173,54
"F",17,162,49
"M",17,173,53
"F",17,159,47
"M",17,181,77
"F",17,164,61
"F",17,165,58
"M",17,173,57
"F",17,160,58
"M",17,173,54
"M",17,171,57
"F",17,154,55
"M",17,168,53
"M",17,170,61
"M",17,178,49
"F",17,156,43
"F",17,161,58
"F",17,160,53
"F",17,152,43
"M",17,170,52
"M",17,175,65
"F",17,151,49
"F",17,166,51
"F",17,148,44
"M",17,178,89
"M",17,170,65
"M",17,176,58
"F",17,164,60
"M",17,174,60
"F",17,154,54
"F",17,156,57
"M",17,170,74
"M",17,171,51
"M",17,180,67
"F",17,151,47
"M",17,169,51
"M",17,181,80
"M",17,181,70
"F",17,167,58
"M",17,166,60
"F",17,159,59
"M",17,170,91
"F",17,151,45
"F",17,153,54
"M",17,160,62
"F",17,160,48
"M",17,169,62
"F",17,153,59
"M",17,158,52
"M",17,166,62
"M",17,160,49
"M",17,181,56
"M",17,171,55
"F",17,156,55
"M",17,175,65
"F",17,159,51
"M",17,174,61
"M",17,173,54
"F",17,153,46
"M",17,159,43
"M",17,175,74
"F",17,160,51
"F",17,164,73
"F",17,155,50
"M",17,161,84
"F",17,151,60
"F",17,156,54
"M",17,172,68
"F",17,154,46
"F",17,156,58
"F",17,156,48
"M",17,172,60
"M",17,176,75
"F",17,148,46
"F",17,158,53
"M",17,160,55
"F",17,159,55
"F",17,160,48
"F",17,152,49
"F",17,155,57
"F",17,155,55
"M",17,173,67
"F",17,164,71
"M",17,181,76
"F",17,161,87
"M",17,168,57
"M",17,173,58
"F",17,156,54
"M",17,149,44
"M",17,164,55
"F",17,161,47
"F",17,158,70
"M",17,165,61
"M",17,169,50
"F",17,146,49
"M",17,175,62
"F",17,157,39
"M",17,170,73
"F",17,147,57
"F",17,162,55
"F",17,153,62
"M",17,169,83
"M",17,171,65
"F",17,155,50
"F",17,163,52
"F",17,160,57
"M",17,173,59
"M",17,175,82
"M",17,175,61
"M",17,172,72
"F",17,164,60
"F",17,159,47
"M",17,169,57
"M",17,174,77
"F",17,150,44
"M",17,167,54
"M",17,172,68
"F",17,156,50
"M",17,177,65
"M",17,170,61
"M",17,164,63
"M",17,171,57
"M",17,168,82
"M",17,172,55
"F",17,163,82
"F",17,156,48
"M",17,172,75
"F",17,146,42
"M",17,165,55
"F",17,165,53
"F",17,162,57
"F",17,157,78
"F",17,166,88
"M",17,175,90
"M",17,164,59
"M",17,161,68
"F",17,154,82
"M",17,172,59
"M",17,168,59
"F",17,151,42
"F",17,153,57
"M",17,165,52
"M",17,179,74
"M",17,172,58
"M",17,175,55
"M",17,172,70
"M",17,174,57
"F",17,156,49
"F",17,153,41
"F",17,156,44
"M",17,177,48
"M",17,179,72
"M",17,177,60
"M",17,170,53
"M",17,166,55
"F",17,152,38
"F",17,169,55
"F",17,168,53
"F",17,159,54
"M",17,163,63
"F",17,157,51
"M",17,167,70
"F",17,150,51
"M",17,175,70
"M",17,181,74
"M",17,172,50
"M",17,178,56
"F",17,158,45
"F",17,165,53
"M",17,168,54
"M",17,168,54
"M",17,184,67
"M",17,171,49
"M",17,170,66
"F",17,157,60
"M",17,162,58
"F",17,153,52
"M",17,173,62
"M",17,174,55
"M",17,169,59
"F",17,153,45
"M",17,178,65
"M",17,176,57
"M",17,177,65
"M",17,176,61
"M",17,173,68
"M",17,169,54
"F",17,153,55
"F",17,162,53
"M",17,171,64
"F",17,152,40
"F",17,159,52
"F",17,152,43
"M",17,180,62
"F",17,157,45
"M",17,174,57
"F",17,158,55
"M",17,172,62
"M",17,171,56
"M",17,165,72
"F",17,161,56
"F",17,153,52
"M",17,182,71
"M",17,183,76
"M",17,165,55
"F",17,157,46
"F",17,158,49
"F",17,151,47
"M",17,164,91
"M",17,170,68
"M",17,176,62
"F",17,156,48
"M",17,168,55
"F",17,156,37
"M",17,166,52
"M",17,165,55
"M",17,169,55
"M",17,169,66
"M",17,163,61
"F",17,150,46
"M",17,168,61
"F",17,153,50
"M",17,166,59
"F",17,156,46
"F",17,176,70
"M",17,170,57
"M",17,171,73
"M",17,166,63
"M",17,171,59
"M",17,170,55
"M",17,175,59
"M",17,165,56
"F",17,152,54
"F",17,158,56
"M",17,166,55
"M",17,167,73
"F",17,161,58
"M",17,174,54
"F",17,166,52
"F",17,150,45
"M",17,171,58
"M",17,168,57
"F",17,160,46
"F",17,160,76
"M",17,156,55
"F",17,170,50
"M",17,171,50
"M",17,177,70
"M",17,161,65
"M",17,175,65
"M",17,166,61
"F",17,150,46
"M",17,168,55
"M",17,174,79
"F",17,154,45
"M",17,174,63
"F",17,165,63
"F",17,162,53
"M",17,177,53
"M",17,170,54
"M",17,178,51
"M",17,178,79
"F",17,154,42
"M",17,163,52
"M",17,173,69
"M",17,169,78
"M",17,172,58
"F",17,155,59
"F",17,155,51
"M",17,162,66
"F",17,163,54
"M",17,170,50
"F",17,169,59
"M",17,189,68
"M",17,169,55
"F",17,154,49
"M",17,178,63
"M",17,172,54
"M",17,172,80
"F",17,159,54
"M",17,175,73
"F",17,159,54
"M",17,168,71
"F",17,157,51
"M",17,168,58
"F",17,158,45
"F",17,156,56
"F",17,161,65
"F",17,152,45
"F",17,159,54
"F",17,153,52
"F",17,158,48
"F",17,163,58
"F",17,161,49
"M",17,177,55
"M",17,171,54
"F",17,164,51
"F",17,156,49
"F",17,172,70
"M",17,163,70
"F",17,160,53
"M",17,175,64
"M",17,172,66
"F",17,169,67
"M",17,166,64
"F",17,155,56
"M",17,184,66
"F",17,165,56
"M",17,176,47
"F",17,169,73
"F",17,160,53
"F",17,162,54
"M",17,168,60
"F",17,164,61
"M",17,166,57
"M",17,169,75
"M",17,166,51
"M",17,168,66
"F",17,150,38
"F",17,152,78
"M",17,168,81
"M",17,185,66
"F",17,165,52
"M",17,158,45
"M",17,171,66
"M",17,186,68
"M",17,170,66
"M",17,172,58
"M",17,168,49
"M",17,169,56
"F",17,156,50
"F",17,163,47
"M",17,188,69
"F",17,161,66
"M",17,167,63
"M",17,175,70
"M",17,170,69
"F",17,155,46
"M",17,175,74
"F",17,161,52
"M",17,170,69
"M",17,173,60
"M",17,175,67
"M",17,167,59
"F",17,161,50
"F",17,142,43
"M",17,171,60
"F",17,159,47
"M",17,182,64
"F",17,159,53
"M",17,178,62
"M",17,169,63
"F",17,164,53
"F",17,156,48
"M",17,172,59
"F",17,155,73
"M",17,169,57
"M",17,170,52
"M",17,174,56
"F",17,154,74
"F",17,164,55
"M",17,170,56
"F",17,155,42
"F",17,166,48
"F",17,156,52
"M",17,172,60
"F",17,162,78
"M",17,168,69
"M",17,179,62
"F",17,163,51
"M",17,175,66
"M",17,173,53
"F",17,166,69
"M",17,170,47
"F",17,156,53
"F",17,162,52
"F",17,152,58
"F",17,159,72
"F",17,157,56
"M",17,162,54
"M",17,171,55
"F",17,155,58
"F",17,153,51
"M",17,175,61
"F",17,165,50
"F",17,157,47
"M",17,182,58
"M",17,174,61
"F",17,152,67
"M",17,167,68
"M",17,168,55
"F",17,159,53
"F",17,161,51
"M",17,170,69
"F",17,161,75
"F",17,156,49
"M",17,175,70
"F",17,156,44
"F",17,155,52
"M",17,184,72
"F",17,156,49
"F",17,156,46
"M",17,168,51
"M",17,165,68
"M",17,164,55
"M",17,177,64
"F",17,159,50
"M",17,171,70
"M",17,179,60
"F",17,141,41
"M",17,166,55
"M",17,177,84
"M",17,172,55
"M",17,171,69
"M",17,173,71
"M",17,162,43
"F",17,158,49
"F",17,155,50
"M",17,170,47
"F",17,157,54
"F",17,162,52
"F",17,164,56
"F",17,153,44
"M",17,161,47
"F",17,145,35
"M",17,169,72
"F",17,152,65
"F",17,168,74
"M",17,178,63
"F",17,160,52
"M",17,170,59
"M",17,168,58
"M",17,168,63
"F",17,153,75
"M",17,171,77
"F",17,159,57
"M",17,172,54
"M",17,177,53
"M",17,174,61
"F",17,160,54
"F",17,164,51
"M",17,162,57
"M",17,166,55
"F",17,163,86
"F",17,158,52
"M",17,157,67
"F",17,150,40
"M",17,161,54
"F",17,152,50
"F",17,160,49
"F",17,161,50
"F",17,150,44
"M",17,170,65
"M",17,172,48
"M",17,168,60
"F",17,162,55
"M",17,168,48
"F",17,155,55
"F",17,167,65
"M",17,170,56
"F",17,154,37
"F",17,176,87
"M",17,171,59
"M",17,167,62
"M",17,183,75
"M",17,174,70
"F",17,160,46
"M",17,157,41
"M",17,175,63
"M",17,170,64
"F",17,152,51
"M",17,164,50
"M",17,171,59
"F",17,157,48
"M",17,167,53
"M",17,174,80
"F",17,154,46
"M",17,170,59
"M",17,171,56
"M",17,166,59
"F",17,154,51
"F",17,151,58
"M",17,177,50
"F",17,156,68
"F",17,162,43
"F",17,157,46
"F",17,151,44
"M",17,165,50
"M",17,160,57
"M",17,173,55
"F",17,155,49
"M",17,170,55
"F",17,162,59
"F",17,155,61
"M",17,170,68
"M",17,166,73
"F",17,163,60
"M",17,170,62
"M",17,164,56
"F",17,147,42
"M",17,175,77
"F",17,166,58
"M",17,176,81
"M",17,166,48
"F",17,161,53
"M",17,166,54
"M",17,163,49
"M",17,176,64
"F",17,164,51
"F",17,155,52
"M",17,186,78
"M",17,174,66
"M",17,169,69
"M",17,168,57
"F",17,154,42
"M",17,171,61
"F",17,157,58
"M",17,172,54
"M",17,171,57
"F",17,150,51
"F",17,161,56
"F",17,163,49
"F",17,149,48
"F",17,161,46
"M",17,154,58
"M",17,177,75
"F",17,154,50
"M",17,170,60
"F",17,161,60
"F",17,159,61
"F",17,158,55
"M",17,179,61
"F",17,147,42
"F",17,159,52
"F",17,153,45
"F",17,152,49
"F",17,163,57
"M",17,179,63
"M",17,180,64
"M",17,172,97
"M",17,162,57
"F",17,156,47
"M",17,164,58
"M",17,177,50
"F",17,155,40
"F",17,156,65
"M",17,165,70
"F",17,157,52
"M",17,163,47
"M",17,166,55
"F",17,155,48
"F",17,167,59
"F",17,147,47
"M",17,176,65
"M",17,171,62
"M",17,171,51
"F",17,167,60
"F",17,156,51
"M",17,153,47
"F",17,162,63
"M",17,169,95
"F",17,145,49
"F",17,151,49
"F",17,166,62
"M",17,170,50
"M",17,164,64
"F",17,155,47
"M",17,171,59
"F",17,163,52
"F",17,155,72
"M",17,166,60
"F",17,157,69
"F",17,159,50
"M",17,169,58
"M",17,185,79
"F",17,169,84
"M",17,188,63
"M",17,165,98
"M",17,175,59
"M",17,180,64
"M",17,172,58
"F",17,157,56
"M",17,173,58
"F",17,159,51
"M",17,164,44
"M",17,174,60
"M",17,177,68
"F",17,159,52
"M",17,159,50
"F",17,159,52
"F",17,148,84
"F",17,151,40
"F",17,157,47
"M",17,175,62
"F",17,162,47
"M",17,182,57
"F",17,161,47
"M",17,177,63
"M",17,164,53
"F",17,168,67
"F",17,154,57
"M",17,174,57
"F",17,160,47
"M",17,165,60
"F",17,149,44
"F",17,155,53
"F",17,166,64
"M",17,165,60
"F",17,158,48
"M",17,158,42
"M",17,166,51
"M",17,174,62
"F",17,158,53
"F",17,163,47
"M",17,170,62
"F",17,156,44
"F",17,157,40
"F",17,162,55
"F",17,165,82
"F",17,162,60
"F",17,154,54
"F",17,168,57
"F",17,147,46
"M",17,173,68
"F",17,158,53
"M",17,172,59
"F",17,155,55
"M",17,168,62
"M",17,170,58
"M",17,172,63
"M",17,173,64
"F",17,160,52
"M",17,172,66
"F",17,155,55
"F",17,157,38
"F",17,166,56
"F",17,165,52
"F",17,160,50
"F",17,163,53
"F",17,154,49
"F",17,158,47
"M",17,168,57
"M",17,167,51
"M",17,173,59
"M",17,177,79
"F",17,156,58
"F",17,150,43
"M",17,164,58
"F",17,158,50
"F",17,163,50
"F",17,163,50
"M",17,163,42
"F",17,156,48
"M",17,156,61
"M",17,171,69
"M",17,167,52
"M",17,168,58
"F",17,158,51
"F",17,156,45
"F",17,162,61
"M",17,179,78
"F",17,160,59
"M",17,170,62
"F",17,160,48
"M",17,176,65
"F",17,164,63
"F",17,158,59
"F",17,143,48
"M",17,166,66
"F",17,160,80
"F",17,154,42
"F",17,170,60
"M",17,163,53
"F",17,157,43
"F",17,148,51
"F",17,152,47
"M",17,179,65
"M",17,170,55
"M",17,184,71
"M",17,167,89
"M",17,175,87
"F",17,152,51
"M",17,175,66
"F",17,165,56
"F",17,164,61
"M",17,166,60
"M",17,167,51
"M",17,178,90
"F",17,159,47
"M",17,182,59
"F",17,162,50
"M",17,165,58
"F",17,164,61
"M",17,172,64
"M",17,167,57
"M",17,165,56
"F",17,159,54
"F",17,150,61
"F",17,162,54
"M",17,149,44
"M",17,167,56
"F",17,158,58
"F",17,152,53
"F",17,150,69
"F",17,159,54
"M",17,166,62
"M",17,170,50
"M",17,163,58
"F",17,158,50
"F",17,149,80
"M",17,173,62
"M",17,169,67
"F",17,159,49
"F",17,156,49
"F",17,160,61
"F",17,165,57
"M",17,167,53
"M",17,183,63
"M",17,170,57
"M",17,180,74
"F",17,161,49
"F",17,150,48
"M",17,177,61
"F",17,155,53
"M",17,187,95
"M",17,167,64
"M",17,179,65
"F",17,156,54
"M",17,165,52
"M",17,165,77
"F",17,163,54
"F",17,159,49
"F",17,155,42
"F",17,157,48
"F",17,160,44
"F",17,154,54
"F",17,152,52
"M",17,171,65
"F",17,175,82
"M",17,175,65
"F",17,155,56
"F",17,159,60
"F",17,156,63
"F",17,161,58
"M",17,188,77
"F",17,161,42
"F",17,160,55
"M",17,175,75
"F",17,154,48
"F",17,151,53
"F",17,151,46
"M",17,174,66
"M",17,176,78
"F",17,154,70
"M",17,169,56
"M",17,166,61
"F",17,160,44
"F",17,155,52
"M",17,163,73
"M",17,178,65
"M",17,176,73
"F",17,161,56
"F",17,168,54
"F",17,159,53
"M",17,172,70
"M",17,168,66
"M",17,166,64
"F",17,162,52
"F",17,171,52
"M",17,165,54
"F",17,160,55
"F",17,175,54
"F",17,156,45
"F",17,172,60
"F",17,155,48
"F",17,152,46
"F",17,167,52
"M",17,169,86
"F",17,164,52
"F",17,144,42
"M",17,171,78
"M",17,166,57
"M",17,176,51
"F",17,156,60
"M",17,175,53
"M",17,169,92
"M",17,168,58
"F",17,158,49
"F",17,155,49
"F",17,152,68
"F",17,160,50
"M",17,171,60
"F",17,159,49
"F",17,155,43
"F",17,158,56
"M",17,178,69
"M",17,171,62
"F",17,162,55
"M",17,168,75
"F",17,169,60
"M",17,172,75
"M",17,170,53
"F",17,169,70
"F",17,162,45
"M",17,168,58
"M",17,162,46
"M",17,161,47
"F",17,160,47
"M",17,152,40
"F",17,163,51
"M",17,170,61
"M",17,172,70
"F",17,154,41
"M",17,164,44
"F",17,168,56
"M",17,186,72
"F",17,159,55
"M",17,168,61
"F",17,153,45
"M",17,175,70
"M",17,181,85
"M",17,181,72
"M",17,156,45
"F",17,164,59
"M",17,150,38
"M",17,169,50
"F",17,150,52
"M",17,169,92
"F",17,153,48
"M",17,171,56
"M",17,174,65
"M",17,171,64
"F",17,159,79
"M",17,171,57
"M",17,167,56
"M",17,181,70
"F",17,158,49
"M",17,167,52
"F",17,150,48
"M",17,164,70
"M",17,170,57
"M",17,172,64
"F",17,157,55
"M",17,162,54
"M",17,180,63
"M",17,178,68
"F",17,156,50
"M",17,173,77
"M",17,170,51
"F",17,154,46
"F",17,162,64
"F",17,165,62
"F",17,165,58
"F",17,157,70
"M",17,179,76
"M",17,171,62
"M",17,164,57
"F",17,160,44
"F",17,166,59
"F",17,164,48
"M",17,173,54
"M",17,161,61
"F",17,157,59
"F",17,161,74
"M",17,174,60
"M",17,169,58
"M",17,168,54
"F",17,157,65
"M",17,172,59
"F",17,157,49
"M",17,167,48
"M",17,167,59
"M",17,160,74
"F",17,156,47
"F",17,157,47
"M",17,169,61
"M",17,166,57
"M",17,173,55
"M",17,173,59
"M",17,168,79
"F",17,156,46
"F",17,156,42
"M",17,163,53
"M",17,175,73
"M",17,167,59
"F",17,154,49
"M",17,172,55
"M",17,174,74
"F",17,155,51
"M",17,169,55
"M",17,185,92
"M",17,178,74
"M",17,170,70
"F",17,155,58
"F",17,155,57
"F",17,144,41
"F",17,163,62
"F",17,158,49
"M",17,174,69
"F",17,168,72
"M",17,166,63
"F",17,157,47
"M",17,167,52
"F",17,154,49
"M",17,174,62
"M",17,166,57
"F",17,158,47
"F",17,157,52
"F",17,159,45
"F",17,166,54
"F",17,153,62
"M",17,164,65
"F",17,156,70
"F",17,151,65
"F",17,151,40
"F",17,158,46
"F",17,154,52
"M",17,178,69
"M",17,173,59
"M",17,163,51
"F",17,155,77
"M",17,166,49
"M",17,178,67
"F",17,160,53
"F",17,155,53
"F",17,157,49
"M",17,175,56
"M",17,163,54
"M",17,168,58
"F",17,155,45
"M",17,166,55
"M",17,178,66
"F",17,146,42
"M",17,174,57
"F",17,161,58
"M",17,163,47
"F",17,162,51
"M",17,178,88
"F",17,152,49
"M",17,178,79
"F",17,151,65
"M",17,179,71
"F",17,156,54
"M",17,172,61
"F",17,163,58
"M",17,169,55
"M",17,159,51
"F",17,138,39
"M",17,170,95
"M",17,167,58
"M",17,167,55
"M",17,174,52
"F",17,157,48
"F",17,155,54
"F",17,160,52
"F",17,145,43
"F",17,153,47
"F",17,152,55
"M",17,174,73
"F",17,158,57
"F",17,149,47
"F",17,156,53
"M",17,168,49
"M",17,172,69
"M",17,175,65
"F",17,165,61
"F",17,164,54
"F",17,163,49
"F",17,169,55
"F",17,158,46
"M",17,166,79
"M",17,175,63
"M",17,183,78
"M",17,179,60
"M",17,169,60
"M",17,177,64
"F",17,163,64
"F",17,159,64
"M",17,180,62
"F",17,154,40
"M",17,183,69
"F",17,156,59
"F",17,171,65
"F",17,155,57
"M",17,172,58
"M",17,168,60
"F",17,149,44
"M",17,164,51
"F",17,159,64
"M",17,176,61
"F",17,140,38
"F",17,158,49
"M",17,170,50
"F",17,161,59
"F",17,154,51
"F",17,167,48
"F",17,156,50
"M",17,183,63
"M",17,170,58
"F",17,165,53
"M",17,170,61
"M",17,168,50
"F",17,154,47
"M",17,174,64
"F",17,165,62
"M",17,166,54
"M",17,171,58
"M",17,169,64
"M",17,167,54
"F",17,155,42
"M",17,171,60
"M",17,171,58
"F",17,158,50
"F",17,160,56
"M",17,173,57
"M",17,177,71
"F",17,160,49
"F",17,161,56
"M",17,172,60
"F",17,161,54
"M",17,171,57
"M",17,167,67
"M",17,166,75
"F",17,159,46
"F",17,165,54
"M",17,165,55
"F",17,153,44
"F",17,160,53
"F",17,164,57
"M",17,172,59
"M",17,175,63
"F",17,155,48
"M",17,173,59
"F",17,161,55
"F",17,155,43
"F",17,158,51
"M",17,169,62
"M",17,173,61
"F",17,160,43
"F",17,152,53
"F",17,150,43
"F",17,151,46
"M",17,173,59
"M",17,174,94
"M",17,169,67
"M",17,163,57
"F",17,149,48
"M",17,161,65
"M",17,169,64
"F",17,164,56
"M",17,171,54
"F",17,157,48
"F",17,154,56
"F",17,157,44
"F",17,162,50
"M",17,170,56
"F",17,164,75
"M",17,173,63
"M",17,178,91
"M",17,172,53
"M",17,165,62
"M",17,173,75
"F",17,156,50
"F",17,153,49
"M",17,169,62
"M",17,171,57
"F",17,151,44
"M",17,178,70
"F",17,175,58
"F",17,159,47
"M",17,170,56
"M",17,168,56
"M",17,175,77
"F",17,150,39
"M",17,165,54
"F",17,160,50
"F",17,160,50
"F",17,152,42
"M",17,171,54
"F",17,161,45
"F",17,152,43
"F",17,160,55
"M",17,167,69
"F",17,156,62
"F",17,158,47
"M",17,175,61
"F",17,159,83
"M",17,167,62
"F",17,157,50
"M",17,169,63
"F",17,146,40
"M",17,174,73
"F",17,154,42
"F",17,148,53
"M",17,173,66
"M",17,175,55
"M",17,170,58
"M",17,168,57
"F",17,157,47
"F",17,150,47
"F",17,155,55
"F",17,159,56
"F",17,162,49
"F",17,161,41
"M",17,168,48
"F",17,161,50
"M",17,167,56
"F",17,160,54
"M",17,172,64
"M",17,176,82
"F",17,154,49
"M",17,166,54
"F",17,160,57
"M",17,170,45
"M",17,164,64
"F",17,156,67
"F",17,157,48
"F",17,152,52
"F",17,167,54
"M",17,176,73
"M",17,183,73
"M",17,169,60
"F",17,150,46
"M",17,174,64
"M",17,171,56
"F",17,157,47
"F",17,150,55
"M",17,170,54
"F",17,164,75
"F",17,163,59
"F",17,162,58
"M",17,175,90
"M",17,163,52
"F",17,155,53
"M",17,162,55
"M",17,175,72
"F",17,165,52
"M",17,161,67
"M",17,157,58
"M",17,165,51
"M",17,161,48
"M",17,171,75
"F",17,164,54
"M",17,166,89
"F",17,157,57
"F",17,151,44
"F",17,154,52
"M",17,157,50
"M",17,165,59
"M",17,162,52
"F",17,154,53
"M",17,159,50
"M",17,171,64
"F",17,159,41
"M",17,174,69
"M",17,169,61
"F",17,155,52
"F",17,156,66
"M",17,165,52
"F",17,159,53
"M",17,183,70
"M",17,168,79
"F",17,156,50
"M",17,188,74
"F",17,157,44
"M",17,172,79
"M",17,169,66
"F",17,159,45
"M",17,174,59
"M",17,173,75
"F",17,153,50
"F",17,151,47
"F",17,160,47
"F",17,157,55
"M",17,166,50
"F",17,175,62
"F",17,162,58
"M",17,178,58
"F",17,164,56
"M",17,182,72
"M",17,173,57
"F",17,160,56
"F",17,166,52
"F",17,171,56
"F",17,164,59
"F",17,151,45
"F",17,161,46
"F",17,162,58
"M",17,168,61
"F",17,166,54
"M",17,177,54
"F",17,162,53
"F",17,151,48
"M",17,159,40
"M",17,170,62
"F",17,152,54
"M",17,177,58
"M",17,174,66
"M",17,168,56
"F",17,147,47
"M",17,161,52
"M",17,173,68
"F",17,151,53
"F",17,164,47
"F",17,157,55
"M",17,187,78
"F",17,160,49
"M",17,177,51
"M",17,183,79
"F",17,158,50
"F",17,159,55
"M",17,171,53
"M",17,175,77
"M",17,174,63
"M",17,183,59
"F",17,155,50
"M",17,171,65
"M",17,168,56
"M",17,174,58
"M",17,172,58
"F",17,156,54
"F",17,155,61
"M",17,166,51
"M",17,167,59
"M",17,177,69
"M",17,167,75
"M",17,171,67
"M",17,174,55
"M",17,158,83
"F",17,154,59
"M",17,173,68
"F",17,159,46
"F",17,158,52
"M",17,178,67
"F",17,158,60
"M",17,164,63
"M",17,174,59
"M",17,164,56
"M",17,173,52
"F",17,163,63
"M",17,168,61
"M",17,170,44
"M",17,164,63
"M",17,168,52
"M",17,182,56
"M",17,167,57
"M",17,154,44
"F",17,159,58
"F",17,159,49
"F",17,151,54
"M",17,173,63
"F",17,153,44
"M",17,168,53
"M",17,175,64
"M",17,160,54
"F",17,161,63
"F",17,153,52
"M",17,168,57
"F",17,143,47
"M",17,181,66
"M",17,172,69
"F",17,150,51
"F",17,154,45
"F",17,159,45
"M",17,176,70
"F",17,163,49
